scenorio,truck,gross,net,fromid,toid
1,11t,0.671254294,0.372896268,81,75
1,11t,0.544717382,0.297146362,81,41
1,11t,0.747135822,0.409401975,81,54
1,11t,0.617628749,0.33232606,81,46
1,11t,0.778198339,0.421149958,81,49
1,11t,0.6858642,0.391222302,81,47
1,11t,0.903433549,0.506915167,81,58
1,11t,0.647206702,0.356416129,81,40
1,11t,0.635189865,0.352384009,81,44
1,11t,0.648831259,0.35267983,81,78
1,11t,0.709194942,0.396155668,81,50
1,11t,0.533350484,0.288842931,81,62
1,11t,0.773518968,0.42413798,81,61
1,11t,0.61388792,0.323287174,81,55
1,11t,0.628493364,0.348371117,81,70
1,11t,0.789742596,0.442959772,81,66
1,11t,0.651622938,0.36253228,81,60
1,11t,0.731328647,0.410535183,81,89
1,11t,0.767140694,0.409469463,81,48
1,11t,0.51904585,0.287082334,81,71
1,11t,0.526278238,0.280746939,81,76
1,11t,0.665481038,0.354735533,81,88
1,11t,0.66066421,0.410453996,96,81
1,11t,0.737076873,0.475616144,33,81
1,11t,0.694306874,0.485285973,92,80
1,11t,0.496316616,0.29470826,96,81
1,CNTR,0.581416163,0.480241923,34,85
1,11t,0.843960009,0.419009311,81,85
1,11t,1.311613324,0.794758346,96,81
1,11t,0.936125334,0.550093834,96,85
1,CNTR,0.660766257,0.525812171,34,85
1,11t,0.711320744,0.445555193,33,80
1,CNTR,0.595771618,0.372793458,80,85
1,11t,0.736524768,0.490443101,33,81
1,11t,0.830507306,0.508225914,33,85
1,CNTR,0.634030745,0.518790896,34,85
1,11t,0.86864906,0.673195309,92,80
1,11t,0.84051344,0.538089687,92,80
1,11t,0.869175412,0.701029971,92,80
1,11t,0.861817596,0.630750057,92,85
1,11t,0.793797328,0.39185165,81,85
1,CNTR,0.60579952,0.447485013,34,85
1,CNTR,0.645928591,0.455143309,34,85
1,CNTR,0.553166233,0.300307388,34,80
1,11t,0.162145203,0.102062651,80,69
1,11t,0.176633795,0.125981096,80,49
1,11t,0.358538479,0.246116138,80,44
1,11t,0.993791079,0.605889352,96,81
1,CNTR,0.619799794,0.464774122,34,85
1,11t,0.934932141,0.636821496,33,80
1,11t,0.852550966,0.548367979,33,85
1,11t,0.840793016,0.507714515,96,81
1,CNTR,0.603003415,0.509532018,34,85
1,11t,0.423687998,0.347709278,96,81
1,11t,0.334581003,0.225586094,80,88
1,11t,0.40448293,0.274480421,80,47
1,11t,0.295208818,0.202599533,80,66
1,11t,0.761679943,0.565174696,80,58
1,11t,0.500527383,0.361091151,80,50
1,11t,0.990632757,0.735564744,80,48
1,11t,0.7876252,0.553758842,80,54
1,11t,0.009977444,0.006958488,80,70
1,11t,0.312756381,0.223498027,80,40
1,11t,0.251115789,0.178756928,80,89
1,11t,0.359842396,0.237029408,80,75
1,11t,0.62139255,0.454115508,80,55
1,11t,0.004880928,0.002749694,80,78
1,11t,0.782278824,0.574996126,80,61
1,11t,0.877926655,0.439009899,81,85
1,11t,0.757338581,0.497430617,33,81
1,CNTR,0.561430053,0.414934729,34,85
1,11t,0.90243776,0.553984118,96,85
1,CNTR,0.54796348,0.394462634,34,85
1,11t,0.538773286,0.317951812,81,49
1,11t,0.753634303,0.456449821,81,66
1,11t,0.699988519,0.413597411,81,47
1,11t,0.651722964,0.548153585,96,81
1,11t,0.59693358,0.332072422,81,40
1,11t,0.633982531,0.347120483,81,88
1,11t,0.120535788,0.065406222,81,60
1,11t,0.07782474,0.046129282,81,46
1,11t,0.805720658,0.393572708,81,32
1,11t,0.723229478,0.398655518,81,44
1,11t,0.71605641,0.42254777,81,75
1,11t,0.701639319,0.407552366,81,50
1,11t,0.791299397,0.447999825,81,69
1,11t,0.758369766,0.428311263,81,89
1,11t,0.685843049,0.383855835,81,78
1,11t,0.638977999,0.352353012,81,70
1,11t,0.652652002,0.360838177,81,55
1,11t,0.811509479,0.521486179,33,81
1,11t,0.691598056,0.410755853,80,85
1,11t,0.625370682,0.364457323,80,85
1,CNTR,0.488960202,0.377483084,34,85
1,CNTR,0.59076331,0.468521054,34,85
1,CNTR,0.588154541,0.429351933,34,85
1,CNTR,0.651109979,0.366966569,34,80
1,11t,0.821826807,0.596790752,92,80
1,CNTR,0.596700749,0.444303224,34,85
1,11t,0.712777792,0.539459374,92,80
1,11t,0.632452384,0.450292382,92,85
1,11t,0.486175415,0.198309424,93,80
1,11t,0.876419251,0.593510231,85,64
1,11t,0.164149634,0.144358337,93,80
1,11t,0.247672827,0.131912403,93,85
1,11t,0.852288182,0.583585832,85,64
1,11t,0.318696093,0.131069888,93,85
1,11t,0.423624793,0.155474672,93,80
1,11t,0.761477277,0.515921833,85,64
1,11t,0.800365938,0.535201817,85,64
1,11t,0.696821483,0.445292238,85,64
1,5t,0.795178903,0.683721687,33,81
1,CNTR,0.530043974,0.381006971,34,85
1,11t,0.648292842,0.455119417,33,85
1,11t,0.326634236,0.237128383,85,64
1,11t,0.81466331,0.561725343,85,43
1,11t,0.855890391,0.590778128,85,53
1,11t,0.864187491,0.565747191,85,77
1,11t,0.841498432,0.577994551,85,42
1,11t,0.694597031,0.482586195,85,51
1,11t,0.738641544,0.500610322,85,73
1,11t,0.81428004,0.546320696,85,65
1,11t,0.750822712,0.509971041,85,67
1,11t,0.800659884,0.541022793,85,72
1,11t,0.7613704,0.512151376,85,74
1,11t,0.785158807,0.528909635,85,59
1,11t,0.834770409,0.561081106,85,52
1,11t,0.747140076,0.500951055,85,86
1,11t,0.813834603,0.546407198,85,57
1,11t,0.822481207,0.588885157,85,68
1,11t,0.754655299,0.499001822,85,63
1,11t,0.613176701,0.406791152,85,83
1,11t,0.845328748,0.557702501,85,43
1,11t,0.819190058,0.541659752,85,53
1,11t,0.842915788,0.565329559,85,77
1,11t,0.809305037,0.546693227,85,42
1,11t,0.666393276,0.451067494,85,51
1,11t,0.789286796,0.53939552,85,73
1,11t,0.62565559,0.410877946,85,65
1,11t,0.589310331,0.383006928,85,67
1,11t,0.564680402,0.376188187,85,72
1,11t,0.538941254,0.348433392,85,74
1,11t,0.399403449,0.25909771,85,59
1,11t,0.82684327,0.513895612,96,81
1,11t,0.418383606,0.280889002,85,52
1,11t,0.626282112,0.427432586,85,86
1,11t,0.35546613,0.247736091,85,57
1,11t,0.335637816,0.224006449,85,68
1,11t,0.705154663,0.476793014,85,43
1,11t,0.699025801,0.453483668,85,53
1,11t,0.561928643,0.367913723,85,77
1,11t,0.684830721,0.452110337,85,42
1,11t,0.641705779,0.431392852,85,51
1,11t,0.431867531,0.286192051,85,73
1,5t,0.515440377,0.354426722,85,65
1,11t,0.254654744,0.169105012,85,67
1,5t,0.34627496,0.231588082,85,72
1,11t,0.260012043,0.175148604,85,43
1,5t,0.463360509,0.320208576,85,53
1,11t,0.676858638,0.365853708,34,80
1,5t,1.208873692,0.64828024,34,80
1,CNTR,0.420425595,0.263082112,34,85
1,11t,0.92767694,0.61201655,33,80
1,11t,0.829253235,0.543432643,33,80
1,CNTR,0.463768848,0.318214335,34,85
1,11t,0.420938012,0.308508444,80,49
1,11t,0.60344011,0.354599829,81,54
1,11t,0.590551509,0.403492259,80,41
1,11t,0.5732589,0.41482906,80,71
1,11t,0.702051185,0.507590101,80,69
1,11t,0.209391384,0.128311169,80,69
1,11t,0.541789281,0.414189637,80,75
1,11t,0.413698023,0.268649051,80,75
1,11t,0.056591566,0.030071787,80,75
1,11t,0.528744921,0.309943504,33,85
1,11t,0.436740964,0.310344435,80,47
1,11t,0.452043939,0.294930467,80,47
1,11t,0.275938406,0.166376614,33,85
1,11t,0.365832361,0.234931132,80,61
1,11t,0.687154499,0.498885678,80,58
1,11t,0.147694705,0.090634059,80,58
1,11t,0.669393201,0.517994564,80,49
1,11t,0.42668029,0.281453921,80,49
1,11t,0.58319476,0.397634681,80,40
1,11t,0.635589212,0.458606489,80,44
1,11t,0.155526616,0.092896441,80,44
1,11t,0.015287598,0.007141116,80,44
1,11t,0.618670741,0.442395633,80,76
1,11t,0.342855797,0.247245592,80,46
1,11t,0.502757443,0.335020479,80,55
1,11t,0.614120159,0.443199639,80,66
1,11t,0.70182236,0.465135945,80,66
1,11t,0.137073661,0.080488339,80,66
1,CNTR,0.606962174,0.454966926,34,85
1,11t,0.002123152,0.002073973,80,66
1,11t,0.60599444,0.412481535,80,48
1,11t,0.537992854,0.379902196,80,62
1,11t,0.196889965,0.120651694,80,70
1,11t,0.48525221,0.333920339,80,60
1,11t,0.092845573,0.051921685,80,78
1,1t,3.940468488,2.739404275,80,50
1,11t,0.270096854,0.167013229,80,50
1,11t,0.523507967,0.245365854,81,85
1,11t,0.56683956,0.409699223,80,54
1,11t,0.230535762,0.154037046,80,54
1,11t,0.28224385,0.179446091,80,88
1,CNTR,0.437216486,0.296837223,34,85
1,11t,0.116879601,0.078295299,80,88
1,11t,0.869839455,0.538439627,96,81
1,11t,0.561095778,0.412808045,80,89
1,11t,0.26804925,0.162211913,80,89
1,11t,0.646027632,0.475745163,33,80
1,11t,0.743518356,0.502753232,33,80
1,CNTR,0.607279198,0.448215679,34,85
1,CNTR,0.571852012,0.425297537,34,85
1,CNTR,0.466677303,0.271344192,34,85
1,11t,0.416256714,0.254507632,96,32
1,CNTR,0.434696193,0.305997971,34,85
1,CNTR,0.585673763,0.457912716,34,85
1,11t,0.520753716,0.296177673,92,80
1,CNTR,0.512128694,0.342500306,34,85
1,11t,0.852818109,0.516837648,96,81
1,11t,0.481480545,0.283944904,81,58
1,11t,0.603531921,0.329490952,81,48
1,11t,0.563553866,0.304299165,81,61
1,11t,0.417143692,0.229099114,81,62
1,11t,0.492388677,0.273595823,81,76
1,11t,0.363851373,0.204106933,81,71
1,11t,0.427710122,0.242767966,81,41
1,11t,1.16662181,0.69393728,80,85
1,11t,0.639293251,0.496256082,80,85
1,11t,0.55713328,0.355686851,33,80
1,11t,0.756306877,0.603797143,96,81
1,11t,0.266829186,0.140429912,32,72
1,5t,0.431701778,0.222414311,32,51
1,5t,0.297681801,0.147184327,32,57
1,11t,0.231892948,0.12634247,32,74
1,11t,0.264622385,0.140029498,32,73
1,11t,0.484073607,0.248370373,32,64
1,11t,0.190702568,0.097219763,32,52
1,11t,0.245957118,0.129235586,32,67
1,11t,0.324976958,0.169522878,32,43
1,11t,0.29428374,0.154194887,32,77
1,11t,0.307885936,0.154763516,32,42
1,11t,0.196363935,0.105405961,32,68
1,11t,0.20952148,0.108653413,32,59
1,11t,0.343116057,0.1802689,32,53
1,11t,0.165709097,0.085495309,32,63
1,11t,0.110643335,0.058178014,32,83
1,11t,0.183994533,0.096565317,32,86
1,11t,0.264928091,0.139442238,32,65
1,CNTR,0.491696808,0.349773657,34,85
1,11t,0.47967692,0.268828114,81,49
1,11t,0.536846055,0.300833876,81,66
1,11t,0.358660227,0.176807515,34,80
1,11t,0.488873436,0.238439135,81,32
1,11t,0.361560641,0.178316657,81,32
1,CNTR,0.555914189,0.430366257,34,85
1,11t,0.475195032,0.351510595,80,88
1,CNTR,0.455533366,0.32853259,34,85
1,11t,0.569485007,0.315336766,96,32
1,11t,0.415925448,0.212405959,81,32
1,11t,0.498987477,0.240381413,81,32
1,5t,0.297057359,0.195628418,33,80
1,11t,0.428179759,0.207992648,81,32
1,11t,0.205501166,0.103354332,81,32
1,CNTR,0.582832967,0.319048801,34,80
1,11t,0.511694783,0.371240111,80,70
1,CNTR,0.37514227,0.281902378,34,85
1,CNTR,0.572903805,0.445005386,34,85
1,11t,0.305474267,0.18114451,92,80
1,CNTR,0.48795059,0.348617157,34,85
1,1t,1.038259557,0.669463,80,85
1,CNTR,0.498885363,0.336325275,34,85
1,11t,0.813860986,0.427460229,96,81
1,11t,0.256575966,0.172402127,96,32
1,11t,0.479473741,0.326321327,80,78
1,11t,0.33286768,0.172117379,81,47
1,11t,0.400118311,0.219417582,81,54
1,5t,0.205914263,0.115661569,81,40
1,11t,0.195324031,0.112144954,81,88
1,11t,0.20137816,0.124794717,81,47
1,11t,0.236998226,0.135673742,81,49
1,11t,0.08323631,0.053375823,81,66
1,11t,0.192973897,0.123322603,81,49
1,11t,0.271607045,0.150370982,81,75
1,11t,0.400963584,0.224872306,81,50
1,11t,0.37097622,0.222476501,81,58
1,11t,0.110363842,0.068635982,81,48
1,CNTR,0.492246613,0.387445395,34,85
1,11t,0.176136002,0.104088012,81,55
1,11t,0.095309559,0.048197747,81,70
1,11t,0.087075682,0.061317339,81,78
1,11t,0.154583324,0.084253763,81,44
1,11t,0.182183213,0.104082865,81,69
1,11t,0.173957133,0.093743603,81,89
1,11t,0.073852064,0.048072937,81,75
1,CNTR,0.446845978,0.338068654,34,85
1,11t,0.601932069,0.347166135,96,81
1,CNTR,0.438235474,0.298868439,34,85
1,11t,0.774615974,0.53498369,92,80
1,11t,0.790968935,0.588870748,92,85
1,11t,0.823116246,0.51064618,33,81
1,11t,0.934666097,0.612714825,33,85
1,CNTR,0.466459884,0.276591902,34,85
1,CNTR,0.210087101,0.13644323,34,85
1,11t,0.118553384,0.068475012,80,49
1,CNTR,0.083878931,0.044294941,34,85
1,11t,0.766948647,0.598877632,80,71
1,11t,0.796717723,0.629489407,80,41
1,11t,0.934701603,0.740837311,80,54
1,11t,0.845157081,0.686798644,80,44
1,11t,0.904096326,0.717442788,80,47
1,11t,0.831636128,0.676128318,80,88
1,11t,0.695944941,0.537810659,80,60
1,11t,1.125449751,0.89378707,80,49
1,11t,0.872257979,0.673965163,80,62
1,11t,0.895791658,0.694449359,80,66
1,11t,1.177236344,0.910371521,80,89
1,11t,0.880662774,0.695604008,80,69
1,11t,1.176841337,0.930145585,80,70
1,11t,0.864192136,0.675708621,80,48
1,11t,0.813014996,0.634927247,80,40
1,11t,0.839544113,0.667600858,80,50
1,11t,0.838428599,0.677400593,80,58
1,11t,0.78991587,0.619600391,80,78
1,11t,0.660301225,0.512639385,80,46
1,11t,0.817850376,0.627172018,80,76
1,11t,0.931074182,0.74392961,80,55
1,11t,0.833107049,0.662207771,80,75
1,CNTR,0.723906939,0.506255105,80,85
1,CNTR,0.642695006,0.420499582,80,85
1,CNTR,0.680283407,0.433387942,80,85
1,11t,0.809846431,0.387109917,81,85
1,11t,1.11561753,0.710801653,96,85
1,1t,3.370656041,2.212653825,33,44
1,11t,0.725501442,0.477367893,33,80
1,11t,0.05094495,0.027774675,96,81
1,CNTR,0.688868518,0.452882012,34,85
1,CNTR,0.673439193,0.422181875,34,85
1,11t,0.665191897,0.362379941,81,69
1,11t,0.369587958,0.200488494,81,75
1,11t,0.576087454,0.314536736,81,41
1,11t,0.784610017,0.440238952,81,54
1,11t,0.590942795,0.333139305,81,46
1,11t,0.763066501,0.410547505,81,49
1,11t,0.750445957,0.441231043,81,47
1,11t,0.819059932,0.458631377,81,58
1,11t,0.79229746,0.50809699,81,40
1,11t,0.769009361,0.429479822,81,44
1,11t,0.63269212,0.343627973,81,78
1,11t,0.668632537,0.37257193,81,50
1,11t,0.578487829,0.317341323,81,62
1,11t,0.717092258,0.41259768,81,61
1,11t,0.669093736,0.380110797,81,55
1,11t,0.679409549,0.372220201,81,70
1,11t,0.767267052,0.425975988,81,66
1,11t,0.658712428,0.364070402,81,60
1,11t,0.690527519,0.379587272,81,89
1,11t,0.644714744,0.348259923,81,48
1,11t,0.52407055,0.283202366,81,71
1,11t,0.561887518,0.301761073,81,76
1,11t,0.655532911,0.364683975,81,88
1,CNTR,0.646287944,0.384343783,80,85
1,CNTR,0.606985119,0.374154417,80,85
1,11t,0.457050508,0.292109325,96,81
1,11t,0.777170381,0.619543517,80,61
1,11t,0.898618645,0.616971338,33,81
1,11t,0.58475154,0.384029451,96,81
1,11t,0.777553918,0.538733125,92,80
1,11t,0.861088572,0.611066124,92,80
1,5t,1.337073813,0.960256543,92,80
1,11t,0.790269637,0.61435192,92,80
1,11t,0.867334623,0.608668773,92,85
1,CNTR,0.623138181,0.407180975,34,85
1,11t,0.755500693,0.372351482,81,85
1,11t,0.626925041,0.397268567,96,81
1,11t,0.68539981,0.402856133,96,81
1,11t,0.680292576,0.326141093,81,85
1,11t,0.610802394,0.380101293,96,81
1,11t,0.914803674,0.597339084,33,81
1,11t,0.797324463,0.526266808,33,80
1,CNTR,0.635455313,0.510325586,34,85
1,CNTR,0.705754897,0.548757678,34,85
1,11t,0.831396159,0.510981263,33,85
1,11t,0.32595798,0.234464791,80,49
1,CNTR,0.640831731,0.527824153,34,85
1,CNTR,0.626961541,0.351164854,34,80
1,11t,0.905792717,0.647722914,33,80
1,CNTR,0.638496594,0.505068492,34,85
1,11t,0.40783437,0.297782082,80,47
1,11t,0.522403256,0.393247396,80,44
1,1t,3.043545988,2.242662438,80,88
1,11t,0.142809224,0.112855125,80,70
1,11t,0.530134819,0.386520668,80,66
1,11t,0.482672409,0.361319492,80,48
1,11t,0.391031313,0.291072174,80,40
1,11t,0.658519054,0.484545353,80,50
1,CNTR,0.516443649,0.407460365,34,85
1,11t,0.287405789,0.225288181,96,81
1,11t,0.894551551,0.601114368,33,81
1,11t,0.792727924,0.506917332,33,85
1,11t,0.670374387,0.42596252,96,81
1,CNTR,0.642310731,0.480431756,34,85
1,11t,0.462830451,0.318577388,80,70
1,11t,0.76050859,0.36644564,81,32
1,CNTR,0.631587474,0.514528668,34,85
1,11t,0.704896757,0.39174471,81,69
1,11t,0.356811779,0.205246016,81,75
1,11t,0.361457056,0.199481675,81,41
1,11t,0.755802775,0.480623695,81,54
1,11t,0.142537883,0.076451687,81,46
1,11t,0.850090974,0.646610621,80,58
1,11t,0.591975092,0.346451691,81,49
1,11t,0.832038303,0.629013186,80,54
1,11t,0.667351586,0.39320912,81,47
1,11t,0.645522359,0.363239073,81,58
1,11t,0.533447714,0.393550876,80,75
1,11t,0.530832813,0.395213706,80,55
1,11t,0.682982262,0.387552873,81,40
1,11t,0.421280966,0.311871341,80,78
1,11t,0.62506311,0.323739992,81,44
1,11t,0.570058401,0.305125933,81,78
1,11t,0.763568146,0.438963915,81,50
1,11t,0.360863095,0.197790541,81,62
1,11t,0.604656701,0.325093268,81,61
1,11t,0.598070676,0.335197274,81,55
1,11t,0.521288812,0.298030094,81,70
1,11t,0.737350515,0.437142225,81,66
1,11t,0.202166224,0.109042991,81,60
1,11t,0.701144887,0.394806132,81,89
1,11t,0.788587253,0.447744004,81,48
1,11t,0.342163453,0.19666312,81,71
1,11t,0.371851204,0.207577155,81,76
1,11t,0.61514209,0.348551645,81,88
1,11t,0.586537389,0.349311641,96,85
1,11t,0.503620602,0.319619049,96,81
1,11t,0.604836829,0.342112203,34,80
1,11t,0.137755676,0.104938907,96,81
1,11t,0.738353657,0.527038753,92,80
1,11t,0.734230501,0.516899512,92,80
1,11t,0.543010863,0.38106826,92,85
1,CNTR,0.501877278,0.375509377,34,85
1,CNTR,0.575766429,0.492416846,34,85
1,CNTR,0.548097725,0.409911574,34,85
1,CNTR,0.649326735,0.509159411,34,85
1,CNTR,0.514976983,0.381389085,34,85
1,11t,0.690481151,0.379601695,34,80
1,11t,0.806141347,0.540738543,33,81
1,11t,0.765297848,0.470202753,33,85
1,11t,0.83796133,0.608179243,85,64
1,11t,0.798345391,0.554509039,85,64
1,11t,0.751795839,0.51604471,85,64
1,11t,0.826941911,0.535539969,85,64
1,11t,0.418195778,0.268012683,85,64
1,11t,0.780710695,0.560839029,85,43
1,11t,0.855304466,0.594022598,85,53
1,11t,0.835499556,0.579598195,85,77
1,11t,0.853323498,0.601112194,85,42
1,11t,0.745503334,0.515683135,85,51
1,11t,0.889534037,0.634732409,85,73
1,11t,0.870673937,0.600702955,85,65
1,11t,0.778396657,0.528741539,85,67
1,11t,0.775475788,0.548670573,85,72
1,11t,0.700888425,0.467895978,85,74
1,11t,0.809716221,0.550453965,85,59
1,11t,0.816861222,0.571673863,85,52
1,11t,0.430139303,0.175997303,93,80
1,11t,0.791692437,0.546480976,85,86
1,11t,0.162303668,0.138555811,93,80
1,11t,0.322983136,0.145435437,93,85
1,11t,0.748560108,0.517040026,85,57
1,11t,0.752208993,0.518758969,85,68
1,11t,0.598194828,0.38457183,85,63
1,11t,0.475446555,0.337199118,85,83
1,11t,0.761093477,0.511863073,85,43
1,11t,0.857894052,0.609947778,85,53
1,11t,0.777466825,0.537911676,85,77
1,11t,0.511608902,0.344594688,85,42
1,11t,0.56567692,0.369898707,85,51
1,11t,0.545384886,0.382794573,85,73
1,11t,0.448928492,0.301715297,85,65
1,11t,0.364949255,0.24275966,85,67
1,11t,0.312341487,0.203721894,85,74
1,11t,0.209316901,0.131337125,85,59
1,11t,0.19912563,0.119411101,85,52
1,11t,0.359761489,0.235403389,85,86
1,11t,0.262128795,0.165479975,85,57
1,11t,0.264639895,0.172119677,85,68
1,11t,0.632676091,0.426168129,85,72
1,11t,0.517954597,0.346714274,85,43
1,11t,0.419115377,0.2777273,85,53
1,11t,0.260953617,0.164521012,85,77
1,11t,0.356933092,0.221414409,85,42
1,5t,0.402626757,0.256750704,85,51
1,11t,0.295863207,0.181682706,85,73
1,11t,0.094984209,0.058134727,85,65
1,11t,0.156416819,0.101481761,85,67
1,11t,0.125128196,0.075795962,85,43
1,CNTR,0.646405931,0.54896555,34,85
1,11t,0.971510015,0.608486988,96,85
1,11t,0.175299844,0.135972044,96,81
1,11t,0.332719366,0.203442319,96,81
1,11t,0.409451207,0.307091959,80,69
1,CNTR,0.485512322,0.299391253,34,85
1,11t,0.518981888,0.351786732,80,41
1,11t,0.401466067,0.266146311,80,71
1,11t,0.522585893,0.366782886,80,69
1,11t,0.332970705,0.196769459,80,69
1,11t,0.95412265,0.707476934,33,80
1,11t,0.56027325,0.409428558,80,75
1,11t,0.759448895,0.497055289,33,80
1,11t,0.371262116,0.219400014,80,75
1,11t,0.581451175,0.42184043,80,47
1,11t,0.22130759,0.137740678,80,47
1,11t,0.065680453,0.037516157,80,47
1,11t,0.416080436,0.21981076,96,81
1,11t,0.865701609,0.627402894,80,61
1,11t,0.288203689,0.166831604,80,61
1,11t,0.618286868,0.408700351,80,58
1,11t,0.492108785,0.389777539,80,49
1,11t,0.359322257,0.225079129,80,49
1,11t,0.154847107,0.082587983,80,49
1,11t,0.496309686,0.327055719,80,40
1,11t,0.066908173,0.038435257,80,40
1,11t,0.444409056,0.299927304,80,44
1,11t,0.17954824,0.099092244,80,44
1,11t,0.017584519,0.010354011,80,44
1,11t,0.506362888,0.349895798,80,76
1,11t,0.286245229,0.180119761,80,46
1,11t,0.339289324,0.200687401,80,55
1,11t,0.111506745,0.062797469,80,55
1,11t,0.545184369,0.403007793,80,66
1,11t,0.585060404,0.402561351,80,66
1,11t,0.136009238,0.069927058,80,66
1,11t,0.001507192,0.000589771,80,66
1,11t,0.419589007,0.272213583,80,48
1,11t,0.268695379,0.161538153,80,48
1,11t,0.744113017,0.36796082,81,32
1,11t,7.38E-05,1.45E-05,80,48
1,11t,0.414911906,0.269104705,80,62
1,11t,0.156800316,0.094633263,80,70
1,11t,0.358728405,0.241759861,80,60
1,11t,0.311621481,0.187759409,80,78
1,CNTR,0.563534628,0.408410334,34,85
1,11t,0.550022346,0.367056274,80,50
1,11t,0.379461601,0.135613507,93,80
1,11t,0.19850656,0.117358889,80,50
1,CNTR,0.516446999,0.337418856,34,85
1,11t,0.687759694,0.431386915,96,81
1,11t,0.333473703,0.204475238,33,85
1,11t,0.51762051,0.338473608,80,54
1,11t,0.689840683,0.376622621,34,80
1,11t,0.45302557,0.302533122,80,88
1,11t,0.224918782,0.12903137,80,88
1,11t,0.148245789,0.118163595,80,89
1,11t,0.482522955,0.316742922,80,89
1,11t,0.146660472,0.086321076,80,89
1,11t,0.708580477,0.452451065,33,80
1,11t,0.29778984,0.205039071,33,80
1,11t,0.695880448,0.434750349,80,85
1,11t,0.561302942,0.411288027,80,85
1,11t,0.488171232,0.259863923,80,85
1,CNTR,0.513810318,0.364932887,34,85
1,CNTR,0.476373783,0.319865666,34,85
1,CNTR,0.507904257,0.382218415,34,85
1,11t,0.225347656,0.123537631,32,72
1,11t,0.20872742,0.107193837,32,51
1,11t,0.241672169,0.119866631,32,57
1,11t,0.170560058,0.08037268,32,74
1,11t,0.224697302,0.112661207,32,73
1,11t,0.43214044,0.21726439,32,64
1,11t,0.234660805,0.12001805,32,52
1,11t,0.20242005,0.102179763,32,67
1,11t,0.30790034,0.154719522,32,43
1,11t,0.23975083,0.121048083,32,77
1,11t,0.237627486,0.11881046,32,42
1,11t,0.145949878,0.074150013,32,68
1,11t,0.159702438,0.082819708,32,59
1,11t,0.349284129,0.170816763,32,53
1,11t,0.177165045,0.085950962,32,63
1,11t,0.086121012,0.043405848,32,83
1,11t,0.153591054,0.07806978,32,86
1,11t,0.245848597,0.147358599,32,65
1,CNTR,0.61045351,0.424479215,34,85
1,11t,0.365667472,0.196790725,81,32
1,11t,0.234710262,0.185345695,96,81
1,11t,0.747695662,0.439353413,96,81
1,11t,0.560059407,0.322274059,96,32
1,CNTR,0.40884502,0.353012588,34,85
1,11t,0.561058424,0.386507608,80,49
1,11t,0.248189758,0.170638548,33,80
1,11t,0.427933131,0.203776816,81,32
1,11t,0.55699866,0.268981597,81,32
1,CNTR,0.576326818,0.417454694,34,85
1,11t,0.609219315,0.324278284,81,49
1,11t,0.610344816,0.326890935,81,66
1,11t,0.709523092,0.381272581,96,81
1,CNTR,0.544813788,0.399159924,34,85
1,11t,0.412487494,0.280526124,80,85
1,11t,0.031085393,0.016225552,80,60
1,11t,0.319935146,0.16928414,34,80
1,11t,0.356542648,0.161401566,81,32
1,11t,0.493058625,0.241351321,81,32
1,CNTR,0.524772943,0.360371768,34,85
1,11t,0.317583317,0.180971332,92,80
1,CNTR,0.369752394,0.279073835,34,85
1,11t,0.304015807,0.167852892,96,32
1,11t,0.147071436,0.112452484,96,81
1,11t,0.143486405,0.10649602,96,81
1,11t,0.106424986,0.064838578,96,32
1,CNTR,0.664645292,0.369758734,34,80
1,11t,0.118351673,0.06288014,81,32
1,CNTR,0.447190963,0.314599441,34,85
1,11t,0.93584897,0.525912946,96,81
1,CNTR,0.567984408,0.431012146,34,85
1,CNTR,0.447692186,0.283632242,34,85
1,CNTR,0.380212597,0.280775762,34,85
1,11t,0.297746451,0.159211559,81,47
1,11t,0.172612506,0.094189078,81,54
1,11t,0.060624037,0.045511029,81,40
1,11t,0.218055283,0.115619576,81,88
1,5t,0.155977117,0.100317038,81,47
1,11t,0.110613384,0.058125658,81,49
1,11t,0.036235555,0.027298211,81,66
1,11t,0.029458899,0.018849639,81,49
1,11t,0.434732278,0.239166469,81,75
1,11t,0.244871854,0.12977902,81,69
1,5t,0.34223572,0.189288363,81,58
1,11t,0.113469229,0.064223953,81,55
1,11t,0.205362042,0.113691912,81,70
1,11t,0.082060714,0.052807712,81,78
1,11t,0.051217585,0.030713593,81,44
1,11t,0.118471686,0.068470749,81,48
1,11t,0.176377807,0.099995031,81,89
1,11t,0.232761928,0.130795318,81,50
1,11t,0.03242795,0.023544556,81,75
1,11t,0.032300904,0.017686608,81,69
1,CNTR,0.43843353,0.284530728,34,85
1,11t,0.737263896,0.492574517,92,80
1,11t,0.85008606,0.613416581,92,85
1,11t,0.042536667,0.031402025,96,81
1,CNTR,0.101174927,0.073769071,34,85
1,11t,0.097569571,0.071677053,96,81
1,11t,0.837079476,0.519171399,33,81
1,11t,0.862133711,0.508166595,33,85
1,11t,0.775224651,0.61797888,80,71
1,11t,0.889893593,0.725370247,80,41
1,11t,0.919831271,0.763756676,80,54
1,11t,1.116262078,0.905539295,80,44
1,11t,0.977582827,0.782999408,80,47
1,11t,0.907233145,0.726528746,80,88
1,11t,0.681613948,0.523229804,80,60
1,11t,1.223170685,0.986347305,80,49
1,11t,0.887930992,0.700806419,80,62
1,11t,1.106282244,0.883106729,80,66
1,11t,1.010518724,0.799573532,80,89
