truck,fromid,toid,fee,gross,net,scenorio
11t,32,-1,NA,0.62489639,0.37227436,Actual
11t,34,-1,245000,0.212467621,0.119142513,Actual
CNTR,34,-1,325000,0.47732534,0.280642994,Actual
11t,81,-1,NA,0.458166951,0.225591682,Actual
11t,101,-1,119000,0.767013212,0.495126171,Actual
11t,101,-1,262200,0.878869447,0.588262497,Actual
11t,80,-1,150000,0.185618534,0.09982622,Actual
11t,32,-1,NA,0.114441793,0.099371028,Actual
11t,81,-1,NA,0.475139312,0.225682412,Actual
11t,80,-1,155000,0.034911117,0.014951767,Actual
11t,32,-1,NA,0.530284976,0.282969763,Actual
11t,81,-1,NA,0.179572071,0.092071114,Actual
11t,32,-1,NA,0.405007819,0.24186817,Actual
11t,81,-1,143000,0.232711646,0.132380546,Actual
11t,81,-1,135000,0.159218141,0.089502804,Actual
11t,81,-1,110000,0.096825333,0.050634855,Actual
11t,81,-1,110000,0.079436611,0.046165639,Actual
11t,81,-1,164000,0.240756574,0.138298834,Actual
11t,81,-1,154000,0.164810177,0.087476002,Actual
11t,81,-1,152000,0.042387898,0.026942297,Actual
11t,33,-1,271000,1.038544333,0.674206599,Actual
11t,33,-1,151000,0.772910507,0.488163225,Actual
11t,32,-1,NA,0.142381144,0.121110688,Actual
11t,81,-1,143000,0.216266895,0.128115407,Actual
11t,81,-1,162000,0.150248472,0.091872536,Actual
11t,81,-1,148000,0.08131819,0.042611035,Actual
11t,81,-1,147000,0.058276499,0.036297788,Actual
11t,81,-1,159000,0.066581435,0.03388607,Actual
11t,81,-1,140000,0.087752713,0.057127008,Actual
11t,81,-1,135000,0.065464711,0.042182676,Actual
11t,81,-1,135000,0.066682918,0.044390121,Actual
11t,81,-1,110000,0.028710942,0.019549996,Actual
11t,81,-1,110000,0.026951659,0.020918007,Actual
11t,81,-1,135000,0.145320685,0.09230132,Actual
11t,32,-1,NA,0.351293392,0.211383461,Actual
11t,80,-1,155000,0.783694127,0.623336216,Actual
11t,80,-1,150000,0.792905932,0.628035708,Actual
11t,80,-1,150000,0.915042026,0.745920143,Actual
11t,80,-1,138000,0.808040822,0.670242387,Actual
11t,80,-1,138000,0.836569519,0.667466334,Actual
11t,80,-1,140000,0.928399264,0.751247717,Actual
11t,80,-1,155000,0.731523123,0.577690076,Actual
11t,80,-1,154000,0.887666557,0.739091542,Actual
11t,80,-1,134000,0.808059025,0.627427787,Actual
11t,80,-1,155000,0.862624263,0.707190875,Actual
11t,80,-1,160000,0.429075454,0.340790483,Actual
11t,80,-1,160000,0.349486995,0.291657055,Actual
11t,80,-1,150000,0.851275501,0.688712975,Actual
11t,80,-1,155000,0.839308361,0.671099567,Actual
11t,80,-1,155000,0.805385188,0.656896145,Actual
11t,80,-1,138000,0.839686436,0.67106657,Actual
11t,80,-1,150000,0.98763554,0.772703373,Actual
11t,80,-1,150000,0.870847025,0.699171399,Actual
11t,80,-1,134000,0.690109027,0.559550504,Actual
11t,80,-1,167000,0.614339267,0.487869794,Actual
11t,80,-1,155000,0.823083627,0.650456192,Actual
11t,80,-1,127000,1.007004877,0.803091645,Actual
11t,80,-1,150000,0.797109449,0.630803139,Actual
11t,80,-1,150000,0.962615564,0.780031258,Actual
CNTR,80,-1,312000,0.686680485,0.48177616,Actual
CNTR,80,-1,312000,0.647174981,0.419702628,Actual
CNTR,80,-1,312000,0.696050654,0.499944954,Actual
11t,32,-1,312000,1.068236976,0.637035979,Actual
11t,81,-1,312000,0.894387864,0.468724763,Actual
1t,33,-1,45000,2.935179124,1.947922255,Actual
11t,33,-1,139000,0.739285085,0.482135573,Actual
11t,32,-1,NA,0.472398456,0.293382321,Actual
CNTR,34,-1,0,0.635059514,0.491421485,Actual
11t,32,-1,NA,0.439071917,0.275328044,Actual
CNTR,34,-1,0,0.628984587,0.505205485,Actual
11t,81,-1,135000,0.703692606,0.391122696,Actual
11t,81,-1,135000,0.70237752,0.381388288,Actual
11t,81,-1,148000,0.500854391,0.281426802,Actual
11t,81,-1,164000,0.817025571,0.453402896,Actual
11t,81,-1,144000,0.618722959,0.356794009,Actual
11t,81,-1,159000,0.752312057,0.41330799,Actual
11t,81,-1,147000,0.689174865,0.381346041,Actual
11t,81,-1,143000,0.830719025,0.474196244,Actual
11t,81,-1,152000,0.664316033,0.369497319,Actual
11t,81,-1,148000,0.665420147,0.359997037,Actual
11t,81,-1,148000,0.670200943,0.364938192,Actual
11t,81,-1,143000,0.688234849,0.385252272,Actual
11t,81,-1,143000,0.51386466,0.281149352,Actual
11t,81,-1,136000,0.700412259,0.396036978,Actual
11t,81,-1,162000,0.603339393,0.324953057,Actual
11t,81,-1,135000,0.664902173,0.362170263,Actual
11t,81,-1,140000,0.713246201,0.399783691,Actual
11t,81,-1,135000,0.651114742,0.360382515,Actual
11t,81,-1,110000,0.352376711,0.189574473,Actual
11t,81,-1,110000,0.320605223,0.183396228,Actual
11t,81,-1,142000,0.733398596,0.409173456,Actual
11t,81,-1,135000,0.464619351,0.251962046,Actual
11t,81,-1,138000,0.530007162,0.301991317,Actual
11t,81,-1,154000,0.638341851,0.346276359,Actual
11t,32,-1,NA,0.572619827,0.373629186,Actual
11t,81,-1,312000,0.840690446,0.42673729,Actual
CNTR,34,-1,0,0.589969737,0.497400098,Actual
11t,32,-1,NA,0.638559205,0.390020388,Actual
11t,33,-1,151000,0.74633187,0.474604121,Actual
CNTR,80,-1,312000,0.620952188,0.364688115,Actual
CNTR,80,-1,312000,0.643640176,0.446051099,Actual
CNTR,34,-1,0,0.678105786,0.574192839,Actual
11t,32,-1,312000,0.97437106,0.604183447,Actual
11t,101,-1,119000,0.7248898,0.530133017,Actual
CNTR,34,-1,0,0.588011329,0.466560675,Actual
11t,33,-1,139000,0.745008932,0.480524206,Actual
11t,33,-1,271000,0.968913729,0.641306918,Actual
11t,32,-1,NA,0.557356859,0.332256435,Actual
11t,32,-1,NA,0.419439681,0.234442134,Actual
11t,80,-1,154000,0.740328609,0.551276574,Actual
11t,80,-1,138000,0.523428007,0.405459298,Actual
CNTR,34,-1,0,0.613627647,0.491680519,Actual
CNTR,34,-1,325000,0.59370457,0.35900131,Actual
11t,33,-1,151000,0.90832904,0.569812894,Actual
CNTR,34,-1,0,0.700638364,0.553036307,Actual
11t,101,-1,119000,0.873078729,0.616460648,Actual
11t,101,-1,119000,0.894264561,0.62400196,Actual
11t,101,-1,119000,0.865597312,0.671932846,Actual
11t,101,-1,262200,0.866385027,0.623609143,Actual
CNTR,34,-1,0,0.588594129,0.463617147,Actual
11t,81,-1,312000,0.789308774,0.394187374,Actual
11t,32,-1,NA,0.867612973,0.541649671,Actual
11t,33,-1,139000,0.752580156,0.494227336,Actual
CNTR,34,-1,0,0.652675925,0.507680336,Actual
11t,32,-1,NA,0.38480706,0.311447772,Actual
11t,85,-1,159000,0.78694769,0.547010217,Actual
11t,85,-1,176700,0.835723098,0.577010408,Actual
11t,85,-1,159000,0.819823171,0.572019589,Actual
11t,85,-1,159000,0.664880221,0.481757941,Actual
11t,85,-1,220900,0.812838608,0.573780553,Actual
11t,85,-1,220900,0.848198158,0.609234349,Actual
11t,85,-1,220900,0.769712587,0.521694952,Actual
11t,85,-1,220900,0.801242374,0.558380252,Actual
11t,85,-1,263200,0.694373046,0.481930775,Actual
11t,85,-1,282700,0.813285841,0.565968637,Actual
11t,85,-1,282700,0.764256045,0.521156865,Actual
11t,85,-1,220900,0.95717433,0.68976803,Actual
11t,85,-1,220900,0.783299086,0.564304483,Actual
11t,85,-1,220900,0.846607256,0.60967704,Actual
11t,85,-1,220900,0.813606719,0.580878758,Actual
11t,85,-1,220900,0.963468563,0.689754053,Actual
11t,85,-1,220900,0.798114624,0.557444155,Actual
11t,85,-1,220900,0.872911915,0.609660203,Actual
CNTR,34,-1,0,0.633806389,0.470500279,Actual
CNTR,34,-1,325000,0.687502175,0.390428022,Actual
11t,80,-1,150000,0.536625354,0.413339866,Actual
11t,80,-1,155000,0.870164734,0.665845816,Actual
11t,80,-1,138000,0.558533635,0.432301421,Actual
11t,80,-1,140000,0.420048788,0.318910351,Actual
11t,80,-1,150000,0.54880463,0.422482729,Actual
11t,80,-1,155000,0.817150299,0.631998088,Actual
11t,80,-1,150000,0.707531308,0.529486685,Actual
11t,80,-1,160000,0.246173113,0.180454516,Actual
11t,80,-1,160000,0.240020397,0.177921688,Actual
11t,80,-1,150000,0.695595629,0.526890958,Actual
11t,80,-1,155000,0.438409588,0.335194838,Actual
11t,80,-1,138000,0.371156287,0.2932549,Actual
11t,80,-1,150000,0.447762002,0.356806969,Actual
11t,80,-1,134000,0.652327975,0.492051137,Actual
11t,80,-1,127000,0.485723044,0.361275987,Actual
11t,80,-1,150000,0.781958715,0.580890871,Actual
11t,33,-1,151000,0.91908606,0.632316232,Actual
CNTR,34,-1,0,0.558594043,0.394573533,Actual
11t,33,-1,271000,0.829093724,0.532093363,Actual
11t,32,-1,NA,0.799217417,0.503043997,Actual
11t,81,-1,NA,0.822571872,0.413013996,Actual
CNTR,34,-1,0,0.591204474,0.420562545,Actual
CNTR,34,-1,0,0.689218626,0.491538371,Actual
11t,34,-1,245000,0.614681159,0.356163735,Actual
11t,81,-1,154000,0.644538609,0.34344443,Actual
CNTR,34,-1,0,0.522420904,0.410394836,Actual
11t,81,-1,147000,0.764162355,0.494887557,Actual
11t,101,-1,119000,0.832637729,0.615280469,Actual
11t,101,-1,119000,0.656797428,0.424268497,Actual
11t,101,-1,262200,0.577874587,0.408475874,Actual
11t,81,-1,159000,0.655185204,0.364565082,Actual
11t,81,-1,140000,0.673638855,0.377423101,Actual
11t,81,-1,135000,0.122474137,0.075735195,Actual
11t,81,-1,152000,0.586832147,0.334156215,Actual
11t,81,-1,135000,0.718105559,0.409015913,Actual
11t,81,-1,143000,0.724108665,0.414752554,Actual
11t,81,-1,135000,0.585853011,0.34549049,Actual
11t,81,-1,148000,0.482526737,0.274977207,Actual
11t,81,-1,162000,0.544355944,0.30972247,Actual
11t,81,-1,148000,0.631775793,0.346919745,Actual
11t,81,-1,135000,0.633807645,0.353447327,Actual
11t,33,-1,151000,0.842215403,0.589863545,Actual
11t,33,-1,271000,0.555181662,0.331073751,Actual
CNTR,34,-1,0,0.465021525,0.315094196,Actual
11t,32,-1,NA,0.247692755,0.210817845,Actual
11t,80,-1,250000,0.683709489,0.388562752,Actual
CNTR,34,-1,0,0.445746844,0.292650158,Actual
CNTR,34,-1,0,0.577122165,0.401674688,Actual
CNTR,34,-1,0,0.4754022,0.29990528,Actual
CNTR,34,-1,0,0.470099067,0.349668181,Actual
CNTR,34,-1,0,0.529187697,0.386424901,Actual
CNTR,34,-1,0,0.485109967,0.377410142,Actual
CNTR,34,-1,0,0.493896282,0.382538102,Actual
CNTR,34,-1,0,0.441233447,0.342304063,Actual
CNTR,34,-1,0,0.612209003,0.448853294,Actual
11t,80,-1,150000,0.470838309,0.316696136,Actual
11t,80,-1,150000,0.593725986,0.363529539,Actual
5t,33,-1,115000,0.861099676,0.679832656,Actual
11t,32,-1,NA,0.843473178,0.485437917,Actual
11t,33,-1,139000,0.685206422,0.435408286,Actual
11t,80,-1,138000,0.478722918,0.319027905,Actual
11t,33,-1,271000,0.266939856,0.158222829,Actual
11t,80,-1,138000,0.163558344,0.089623336,Actual
11t,80,-1,150000,0.312466366,0.177965946,Actual
11t,80,-1,154000,0.342668786,0.278309256,Actual
11t,80,-1,154000,0.583084532,0.415756944,Actual
11t,80,-1,154000,0.304954299,0.158546828,Actual
11t,80,-1,155000,0.454793894,0.31736479,Actual
11t,80,-1,155000,0.43033533,0.230692172,Actual
11t,80,-1,155000,0.432892635,0.257228442,Actual
11t,80,-1,138000,0.544887109,0.347207888,Actual
11t,80,-1,134000,0.408911113,0.257242139,Actual
11t,85,-1,159000,0.775655924,0.5063981,Actual
11t,80,-1,155000,0.441403339,0.248500684,Actual
11t,85,-1,159000,0.763088964,0.540988971,Actual
11t,80,-1,155000,0.346233579,0.21969276,Actual
11t,80,-1,150000,0.527516957,0.310251463,Actual
11t,80,-1,150000,0.537287421,0.326744044,Actual
11t,80,-1,140000,0.500496317,0.305959928,Actual
11t,80,-1,160000,0.260082812,0.178945369,Actual
11t,80,-1,160000,0.263652964,0.185851416,Actual
11t,85,-1,159000,0.800400425,0.560745124,Actual
11t,85,-1,159000,0.722239741,0.49652059,Actual
11t,85,-1,159000,0.422770858,0.267890903,Actual
11t,85,-1,220900,0.770896373,0.532262885,Actual
11t,85,-1,220900,0.837100709,0.589260844,Actual
11t,85,-1,220900,0.990806896,0.7263659,Actual
11t,85,-1,220900,0.801119173,0.545820336,Actual
11t,85,-1,282700,0.812347966,0.561028672,Actual
11t,85,-1,220900,0.747093192,0.528501496,Actual
11t,85,-1,220900,0.833854963,0.571573708,Actual
11t,85,-1,220900,0.780282682,0.568396478,Actual
11t,85,-1,176700,0.69525158,0.500941438,Actual
11t,32,-1,NA,0.729157833,0.417699272,Actual
11t,85,-1,159000,0.784677042,0.548116286,Actual
11t,85,-1,220900,0.631188058,0.438981955,Actual
11t,85,-1,282700,0.768810741,0.527108186,Actual
11t,85,-1,220900,0.766670104,0.511807438,Actual
11t,85,-1,220900,0.761268426,0.546906552,Actual
11t,85,-1,159000,0.7865456,0.558837744,Actual
11t,81,-1,NA,0.770727287,0.377613634,Actual
11t,85,-1,220900,0.538414451,0.356248804,Actual
11t,81,-1,110000,0.379348724,0.217392678,Actual
11t,81,-1,110000,0.313150696,0.176639717,Actual
11t,85,-1,263200,0.431035926,0.278564567,Actual
11t,85,-1,220900,0.75872366,0.537019856,Actual
11t,85,-1,220900,0.79971919,0.566574051,Actual
11t,85,-1,220900,0.6465018,0.455394548,Actual
11t,85,-1,220900,0.696847486,0.461697024,Actual
11t,102,-1,NA,0.440229143,0.214764737,Actual
5t,102,-1,NA,0.517125253,0.213010262,Actual
11t,85,-1,282700,0.650598382,0.428257737,Actual
5t,102,-1,NA,0.656597008,0.236071824,Actual
11t,102,-1,NA,0.101686756,0.091833191,Actual
11t,85,-1,220900,0.708400659,0.477500574,Actual
11t,85,-1,220900,0.540133797,0.359798585,Actual
11t,85,-1,220900,0.51520787,0.336500928,Actual
11t,85,-1,176700,0.455776205,0.293202818,Actual
11t,85,-1,159000,0.142623813,0.089093617,Actual
11t,32,-1,NA,0.173036404,0.144036262,Actual
11t,85,-1,220900,0.271275103,0.174740387,Actual
11t,85,-1,220900,0.471738837,0.295330276,Actual
11t,85,-1,220900,0.354273986,0.22919395,Actual
11t,85,-1,220900,0.255415696,0.165921691,Actual
11t,81,-1,164000,0.798440525,0.454351641,Actual
11t,80,-1,155000,0.414990468,0.266426541,Actual
11t,80,-1,150000,0.58708497,0.423588834,Actual
11t,80,-1,150000,0.24004005,0.123019139,Actual
11t,80,-1,150000,0.125671481,0.078276622,Actual
11t,80,-1,150000,0.155549975,0.089006112,Actual
11t,80,-1,155000,0.490024315,0.343981622,Actual
11t,80,-1,167000,0.324840433,0.219903063,Actual
11t,80,-1,127000,0.22998461,0.118364921,Actual
11t,80,-1,134000,0.352370818,0.203893712,Actual
5t,81,-1,110000,1.643400159,1.033893089,Actual
5t,81,-1,110000,1.279519788,0.752042917,Actual
11t,81,-1,136000,0.595271542,0.339105592,Actual
11t,81,-1,148000,0.40742826,0.24245789,Actual
11t,81,-1,143000,0.384331843,0.219058889,Actual
5t,81,-1,105000,0.736538907,0.416495939,Actual
11t,81,-1,135000,0.371389834,0.206159437,Actual
11t,32,-1,330000,0.288922278,0.154565009,Actual
11t,32,-1,325000,0.289938223,0.145930857,Actual
11t,32,-1,325000,0.247707548,0.130432286,Actual
11t,32,-1,3.00E+05,0.288239399,0.151820659,Actual
11t,32,-1,380000,0.30369317,0.157568966,Actual
11t,32,-1,310000,0.556855875,0.291602199,Actual
11t,32,-1,325000,0.255577275,0.141219518,Actual
11t,32,-1,225000,0.295830888,0.162880593,Actual
11t,32,-1,220000,0.403921854,0.206512923,Actual
11t,32,-1,380000,0.346011086,0.178874357,Actual
11t,32,-1,380000,0.36266736,0.193921142,Actual
11t,32,-1,380000,0.239669998,0.134147172,Actual
11t,32,-1,385000,0.254931719,0.130476068,Actual
11t,32,-1,385000,0.396586317,0.212862151,Actual
5t,32,-1,310000,0.358084913,0.180731195,Actual
11t,32,-1,360000,0.176640816,0.093211167,Actual
11t,32,-1,270000,0.231305236,0.124373639,Actual
11t,32,-1,205000,0.297146909,0.151302008,Actual
11t,33,-1,139000,0.641929621,0.43896375,Actual
11t,33,-1,139000,0.630402845,0.387365033,Actual
11t,81,-1,NA,0.732342642,0.366179921,Actual
11t,80,-1,138000,0.51508659,0.323484506,Actual
11t,80,-1,138000,0.027403992,0.014818451,Actual
11t,34,-1,245000,0.609089663,0.336162405,Actual
11t,32,-1,NA,0.733888499,0.437886759,Actual
11t,32,-1,NA,0.834376718,0.494661176,Actual
11t,80,-1,250000,0.587022401,0.367110108,Actual
11t,80,-1,250000,0.301747203,0.158642481,Actual
CNTR,34,-1,0,0.453308977,0.350447998,Actual
CNTR,34,-1,0,0.415737366,0.33265577,Actual
11t,32,-1,NA,0.166011972,0.138541747,Actual
5t,33,-1,115000,0.586843182,0.40294784,Actual
CNTR,34,-1,0,0.415122696,0.313272849,Actual
CNTR,34,-1,0,0.539383414,0.386201822,Actual
11t,101,-1,119000,0.791548129,0.584854699,Actual
CNTR,34,-1,0,0.438173693,0.311272799,Actual
CNTR,34,-1,0,0.373063355,0.247667015,Actual
CNTR,34,-1,0,0.487534868,0.325877551,Actual
11t,101,-1,262200,0.758976783,0.514053275,Actual
CNTR,34,-1,0,0.301651161,0.176091046,Actual
11t,32,-1,NA,0.869165754,0.496625593,Actual
11t,81,-1,NA,0.473591598,0.236641471,Actual
11t,81,-1,NA,0.517985293,0.251588308,Actual
11t,80,-1,160000,0.115885472,0.064171867,Actual
11t,80,-1,160000,0.077212612,0.036291679,Actual
11t,80,-1,140000,0.59611699,0.359970033,Actual
11t,34,-1,245000,0.224453671,0.110524376,Actual
11t,81,-1,NA,0.32469796,0.156062773,Actual
11t,32,-1,NA,0.334195094,0.207354292,Actual
CNTR,34,-1,325000,0.617884355,0.349889897,Actual
11t,32,-1,NA,0.741088707,0.389377631,Actual
11t,32,-1,NA,0.175383928,0.139912033,Actual
11t,81,-1,159000,0.501541632,0.27216445,Actual
11t,81,-1,NA,0.069006329,0.036122201,Actual
11t,81,-1,140000,0.538496751,0.298215908,Actual
11t,81,-1,135000,0.279750592,0.151909611,Actual
11t,81,-1,143000,0.147266281,0.0796264,Actual
11t,81,-1,144000,0.119148659,0.068071619,Actual
11t,81,-1,152000,0.040978108,0.022305884,Actual
11t,81,-1,154000,0.099371371,0.056368189,Actual
11t,81,-1,162000,0.162144618,0.094428498,Actual
11t,81,-1,110000,0.083413875,0.046408517,Actual
11t,81,-1,110000,0.055236446,0.031046001,Actual
11t,81,-1,135000,0.191436215,0.106016483,Actual
11t,81,-1,148000,0.152426276,0.085740144,Actual
11t,81,-1,148000,0.06131516,0.038478625,Actual
11t,81,-1,135000,0.042637292,0.023784668,Actual
11t,81,-1,159000,0.039524755,0.019993992,Actual
11t,81,-1,140000,0.080782049,0.050006201,Actual
11t,81,-1,147000,0.033257579,0.01578193,Actual
11t,102,-1,NA,0.197573403,0.113249337,Actual
11t,81,-1,135000,0.038578423,0.023010092,Actual
11t,81,-1,147000,0.266675876,0.154543459,Actual
11t,32,-1,NA,0.121066223,0.102570387,Actual
11t,32,-1,NA,0.12197173,0.061367205,Actual
11t,33,-1,151000,0.712718101,0.424159006,Actual
11t,33,-1,271000,0.722656891,0.43532111,Actual
11t,85,-1,220900,0.164652451,0.107374834,Actual
5t,85,-1,141300,0.389458827,0.250040536,Actual
11t,85,-1,282700,0.167063277,0.10800434,Actual
11t,80,-1,155000,0.746446005,0.601116132,Actual
11t,80,-1,150000,0.786842887,0.612513694,Actual
11t,80,-1,150000,0.949804544,0.771889633,Actual
11t,80,-1,138000,0.893458174,0.739536261,Actual
11t,80,-1,138000,0.890071895,0.73442604,Actual
11t,80,-1,140000,0.91053023,0.716559818,Actual
11t,80,-1,155000,0.674551299,0.527600632,Actual
11t,80,-1,154000,0.950038861,0.78981208,Actual
11t,80,-1,134000,0.817299472,0.635274169,Actual
11t,80,-1,155000,0.945734563,0.776856522,Actual
11t,80,-1,160000,0.355228663,0.281940522,Actual
11t,80,-1,160000,0.476602853,0.388009989,Actual
11t,80,-1,150000,0.822495579,0.697205198,Actual
11t,80,-1,155000,0.96499238,0.7644887,Actual
11t,80,-1,155000,0.85928993,0.705470468,Actual
11t,80,-1,138000,0.836329419,0.669732406,Actual
11t,80,-1,150000,0.978368678,0.755734699,Actual
11t,80,-1,150000,0.892294645,0.731672844,Actual
11t,80,-1,134000,0.712803651,0.581242718,Actual
11t,80,-1,167000,0.670027363,0.520334025,Actual
11t,80,-1,155000,0.787356083,0.613206746,Actual
11t,80,-1,127000,0.909434605,0.721321187,Actual
11t,80,-1,150000,0.767843535,0.626907155,Actual
11t,80,-1,150000,1.089063105,0.865063438,Actual
CNTR,80,-1,312000,0.732317675,0.484031526,Actual
CNTR,80,-1,312000,0.712672206,0.489557228,Actual
CNTR,80,-1,312000,0.69614719,0.473443585,Actual
11t,85,-1,159000,0.871833636,0.626441982,Actual
11t,85,-1,176700,0.699697729,0.488076995,Actual
11t,85,-1,159000,0.790040141,0.554046053,Actual
11t,85,-1,159000,0.693755249,0.480187101,Actual
11t,85,-1,220900,0.841371934,0.587447742,Actual
11t,85,-1,220900,0.828243167,0.586590953,Actual
11t,85,-1,220900,0.832695141,0.582358755,Actual
11t,85,-1,220900,0.835554192,0.568110347,Actual
11t,85,-1,263200,0.665026476,0.476774228,Actual
11t,85,-1,282700,0.885646407,0.622841871,Actual
11t,85,-1,282700,0.805182424,0.565408067,Actual
11t,85,-1,220900,0.848148255,0.604242706,Actual
11t,85,-1,220900,0.822901249,0.581222244,Actual
11t,85,-1,220900,0.796016689,0.570251527,Actual
11t,85,-1,220900,0.836787304,0.578730315,Actual
11t,85,-1,220900,0.84098059,0.588447225,Actual
11t,85,-1,220900,0.808075132,0.567173603,Actual
11t,85,-1,220900,0.813540882,0.589095166,Actual
11t,32,-1,312000,1.007273184,0.61544429,Actual
11t,81,-1,312000,0.790978816,0.399566012,Actual
11t,33,-1,139000,0.752699972,0.526334973,Actual
1t,33,-1,45000,3.074014465,1.922371035,Actual
11t,32,-1,NA,0.470315543,0.264262919,Actual
11t,32,-1,NA,0.43242414,0.297341803,Actual
CNTR,34,-1,0,0.595103591,0.457137822,Actual
CNTR,34,-1,0,0.626077029,0.512962272,Actual
11t,81,-1,135000,0.915652458,0.517572742,Actual
11t,81,-1,135000,0.659192824,0.364855509,Actual
11t,81,-1,148000,0.488122328,0.272127451,Actual
11t,81,-1,164000,0.760234259,0.412470914,Actual
11t,81,-1,144000,0.529754595,0.296138262,Actual
